109.0,246.0
116.0,268.0
124.0,294.0
131.0,316.0
142.0,338.0
157.0,353.0
172.0,357.0
194.0,360.0
227.0,368.0
256.0,364.0
271.0,364.0
286.0,360.0
301.0,346.0
312.0,323.0
319.0,301.0
326.0,279.0
330.0,253.0
142.0,194.0
161.0,180.0
175.0,176.0
190.0,176.0
205.0,180.0
260.0,183.0
271.0,183.0
290.0,183.0
304.0,191.0
315.0,205.0
231.0,209.0
231.0,224.0
231.0,235.0
231.0,246.0
212.0,264.0
219.0,264.0
231.0,264.0
238.0,264.0
245.0,264.0
164.0,217.0
175.0,209.0
190.0,209.0
201.0,217.0
190.0,220.0
175.0,220.0
256.0,220.0
267.0,217.0
282.0,217.0
293.0,224.0
282.0,228.0
267.0,224.0
194.0,305.0
205.0,290.0
219.0,279.0
231.0,279.0
238.0,279.0
253.0,294.0
260.0,312.0
249.0,316.0
238.0,320.0
227.0,323.0
216.0,323.0
205.0,316.0
194.0,305.0
216.0,294.0
227.0,290.0
238.0,294.0
260.0,309.0
238.0,309.0
227.0,309.0
216.0,309.0
