114.0,215.0
117.0,241.0
119.0,258.0
122.0,278.0
134.0,301.0
153.0,318.0
173.0,329.0
193.0,340.0
207.0,349.0
219.0,346.0
224.0,340.0
224.0,335.0
227.0,321.0
241.0,298.0
244.0,278.0
244.0,261.0
241.0,238.0
185.0,201.0
202.0,196.0
216.0,196.0
224.0,198.0
230.0,201.0
250.0,207.0
253.0,207.0
256.0,207.0
253.0,210.0
244.0,215.0
239.0,227.0
247.0,238.0
253.0,250.0
256.0,258.0
230.0,269.0
236.0,269.0
241.0,272.0
241.0,272.0
241.0,272.0
199.0,221.0
210.0,221.0
213.0,221.0
216.0,224.0
213.0,227.0
207.0,224.0
233.0,230.0
241.0,227.0
244.0,227.0
241.0,233.0
241.0,235.0
239.0,233.0
207.0,301.0
224.0,295.0
236.0,292.0
239.0,292.0
241.0,292.0
239.0,301.0
230.0,309.0
233.0,315.0
230.0,321.0
227.0,321.0
224.0,318.0
219.0,312.0
210.0,301.0
230.0,301.0
236.0,301.0
236.0,301.0
230.0,309.0
230.0,309.0
230.0,309.0
227.0,309.0
