108.0,189.0
112.0,220.0
116.0,247.0
120.0,274.0
127.0,301.0
139.0,328.0
158.0,347.0
178.0,363.0
212.0,378.0
247.0,370.0
274.0,359.0
293.0,347.0
309.0,324.0
320.0,293.0
328.0,270.0
336.0,239.0
343.0,212.0
143.0,174.0
158.0,170.0
174.0,170.0
189.0,174.0
205.0,182.0
258.0,185.0
274.0,182.0
289.0,178.0
309.0,182.0
320.0,189.0
228.0,216.0
228.0,235.0
224.0,255.0
224.0,270.0
205.0,274.0
212.0,278.0
220.0,282.0
232.0,282.0
239.0,278.0
162.0,205.0
174.0,201.0
185.0,201.0
201.0,209.0
185.0,212.0
170.0,212.0
258.0,212.0
270.0,209.0
285.0,209.0
297.0,216.0
285.0,220.0
270.0,220.0
178.0,301.0
189.0,301.0
208.0,301.0
220.0,305.0
228.0,301.0
247.0,309.0
258.0,313.0
243.0,320.0
228.0,324.0
216.0,324.0
205.0,320.0
189.0,313.0
181.0,301.0
205.0,309.0
216.0,309.0
232.0,313.0
255.0,313.0
232.0,313.0
216.0,313.0
205.0,309.0
