363.0,140.0
353.0,144.0
345.0,144.0
358.0,145.0
414.0,134.0
410.0,125.0
380.0,198.0
386.0,181.0
413.0,111.0
388.0,181.0
355.0,94.0
420.0,182.0
352.0,121.0
413.0,162.0
353.0,123.0
430.0,121.0
406.0,137.0
357.0,149.0
362.0,128.0
362.0,132.0
343.0,134.0
342.0,134.0
400.0,167.0
363.0,144.0
403.0,151.0
408.0,149.0
367.0,137.0
359.0,149.0
369.0,139.0
364.0,143.0
356.0,151.0
364.0,115.0
356.0,115.0
355.0,115.0
417.0,96.0
355.0,118.0
366.0,143.0
364.0,142.0
364.0,142.0
366.0,143.0
365.0,143.0
365.0,143.0
365.0,143.0
404.0,156.0
411.0,158.0
366.0,144.0
366.0,145.0
365.0,146.0
408.0,125.0
355.0,141.0
352.0,168.0
355.0,176.0
392.0,98.0
394.0,109.0
350.0,121.0
373.0,106.0
375.0,103.0
353.0,188.0
349.0,191.0
412.0,129.0
409.0,125.0
357.0,142.0
355.0,180.0
394.0,109.0
391.0,120.0
372.0,104.0
372.0,105.0
335.0,115.0
