157.0,229.0
154.0,254.0
161.0,275.0
168.0,296.0
182.0,321.0
196.0,339.0
207.0,353.0
218.0,364.0
242.0,374.0
271.0,364.0
296.0,346.0
313.0,328.0
331.0,307.0
338.0,282.0
342.0,257.0
345.0,233.0
342.0,204.0
154.0,201.0
154.0,194.0
165.0,190.0
172.0,194.0
182.0,197.0
228.0,194.0
239.0,186.0
253.0,183.0
271.0,183.0
289.0,186.0
207.0,225.0
203.0,247.0
203.0,264.0
203.0,275.0
200.0,282.0
207.0,286.0
214.0,286.0
225.0,282.0
232.0,279.0
168.0,222.0
172.0,215.0
182.0,215.0
196.0,222.0
186.0,225.0
175.0,225.0
239.0,218.0
246.0,211.0
260.0,208.0
271.0,211.0
260.0,218.0
250.0,222.0
196.0,307.0
200.0,303.0
211.0,300.0
218.0,300.0
225.0,300.0
246.0,300.0
267.0,300.0
250.0,321.0
239.0,328.0
225.0,332.0
214.0,332.0
207.0,325.0
200.0,307.0
211.0,307.0
221.0,307.0
232.0,307.0
267.0,303.0
235.0,318.0
221.0,318.0
214.0,318.0
