135.0,222.0
141.0,245.0
147.0,267.0
154.0,290.0
160.0,312.0
173.0,332.0
186.0,348.0
206.0,367.0
232.0,380.0
261.0,364.0
277.0,345.0
287.0,329.0
299.0,306.0
306.0,283.0
309.0,261.0
312.0,238.0
309.0,212.0
147.0,196.0
157.0,190.0
173.0,183.0
186.0,183.0
199.0,186.0
248.0,180.0
261.0,173.0
274.0,167.0
287.0,170.0
296.0,183.0
225.0,215.0
225.0,232.0
228.0,251.0
228.0,264.0
212.0,274.0
219.0,274.0
228.0,277.0
238.0,274.0
244.0,274.0
167.0,215.0
177.0,209.0
186.0,209.0
199.0,215.0
189.0,219.0
177.0,219.0
251.0,212.0
261.0,209.0
274.0,206.0
283.0,209.0
274.0,215.0
261.0,215.0
199.0,319.0
206.0,300.0
222.0,290.0
228.0,290.0
235.0,287.0
251.0,300.0
261.0,319.0
257.0,342.0
248.0,354.0
232.0,358.0
219.0,358.0
206.0,345.0
199.0,319.0
219.0,300.0
228.0,296.0
238.0,300.0
261.0,319.0
241.0,342.0
232.0,345.0
222.0,345.0
