128.0,177.0
124.0,211.0
128.0,241.0
133.0,262.0
137.0,287.0
150.0,313.0
162.0,330.0
179.0,351.0
209.0,368.0
247.0,364.0
273.0,347.0
294.0,330.0
315.0,309.0
328.0,279.0
336.0,254.0
349.0,228.0
353.0,198.0
145.0,160.0
158.0,160.0
175.0,164.0
188.0,173.0
205.0,181.0
264.0,190.0
281.0,186.0
298.0,186.0
319.0,186.0
332.0,190.0
230.0,220.0
226.0,245.0
222.0,270.0
217.0,287.0
200.0,279.0
209.0,287.0
217.0,292.0
230.0,292.0
239.0,287.0
158.0,194.0
171.0,190.0
188.0,194.0
200.0,203.0
183.0,207.0
171.0,203.0
264.0,211.0
281.0,207.0
294.0,207.0
306.0,215.0
294.0,220.0
277.0,220.0
175.0,300.0
188.0,304.0
209.0,309.0
217.0,309.0
226.0,309.0
243.0,313.0
256.0,317.0
239.0,326.0
226.0,330.0
213.0,326.0
200.0,321.0
192.0,313.0
179.0,300.0
205.0,313.0
217.0,317.0
226.0,317.0
256.0,313.0
226.0,317.0
213.0,313.0
205.0,309.0
