208.0,242.0
205.0,265.0
208.0,283.0
205.0,299.0
216.0,317.0
218.0,334.0
218.0,342.0
223.0,350.0
234.0,352.0
244.0,345.0
264.0,332.0
282.0,317.0
298.0,296.0
303.0,276.0
303.0,255.0
303.0,237.0
300.0,217.0
213.0,217.0
200.0,209.0
195.0,207.0
193.0,207.0
195.0,209.0
203.0,207.0
205.0,204.0
213.0,201.0
223.0,201.0
236.0,207.0
203.0,235.0
195.0,250.0
188.0,263.0
188.0,273.0
205.0,281.0
203.0,281.0
203.0,283.0
208.0,281.0
211.0,276.0
211.0,235.0
203.0,230.0
205.0,230.0
211.0,235.0
208.0,237.0
208.0,237.0
221.0,230.0
218.0,224.0
221.0,224.0
231.0,224.0
223.0,230.0
218.0,232.0
223.0,306.0
211.0,301.0
205.0,296.0
205.0,296.0
208.0,294.0
216.0,296.0
231.0,301.0
221.0,306.0
216.0,311.0
213.0,314.0
213.0,314.0
216.0,311.0
221.0,306.0
211.0,301.0
211.0,301.0
216.0,301.0
231.0,301.0
216.0,304.0
213.0,304.0
213.0,304.0
