194.0,178.0
174.0,198.0
162.0,222.0
154.0,250.0
146.0,278.0
142.0,302.0
138.0,325.0
138.0,341.0
150.0,365.0
178.0,381.0
210.0,385.0
237.0,385.0
265.0,377.0
293.0,365.0
313.0,349.0
337.0,333.0
361.0,314.0
214.0,150.0
226.0,154.0
233.0,158.0
245.0,170.0
253.0,182.0
293.0,214.0
305.0,222.0
317.0,234.0
329.0,250.0
341.0,266.0
253.0,218.0
233.0,234.0
214.0,242.0
202.0,254.0
198.0,262.0
198.0,266.0
202.0,274.0
210.0,278.0
218.0,282.0
218.0,182.0
226.0,186.0
233.0,194.0
241.0,206.0
229.0,202.0
218.0,194.0
281.0,242.0
293.0,242.0
301.0,254.0
309.0,266.0
297.0,262.0
285.0,254.0
166.0,286.0
174.0,278.0
182.0,282.0
186.0,290.0
194.0,294.0
202.0,310.0
210.0,329.0
190.0,329.0
178.0,325.0
166.0,318.0
162.0,310.0
162.0,298.0
166.0,286.0
178.0,290.0
182.0,298.0
190.0,306.0
210.0,329.0
186.0,314.0
178.0,306.0
170.0,298.0
