169.0,210.0
169.0,233.0
172.0,251.0
178.0,268.0
187.0,286.0
193.0,306.0
196.0,318.0
201.0,332.0
219.0,347.0
245.0,341.0
268.0,329.0
292.0,315.0
309.0,297.0
318.0,274.0
324.0,256.0
329.0,236.0
332.0,213.0
166.0,187.0
166.0,181.0
172.0,181.0
178.0,184.0
184.0,187.0
222.0,192.0
233.0,190.0
245.0,187.0
262.0,187.0
277.0,195.0
198.0,216.0
190.0,236.0
184.0,254.0
184.0,265.0
190.0,268.0
190.0,271.0
196.0,277.0
204.0,277.0
210.0,277.0
175.0,204.0
175.0,204.0
184.0,204.0
196.0,210.0
187.0,213.0
178.0,210.0
230.0,219.0
239.0,213.0
248.0,213.0
260.0,219.0
248.0,222.0
236.0,222.0
190.0,288.0
187.0,286.0
190.0,286.0
198.0,294.0
204.0,297.0
225.0,300.0
245.0,300.0
230.0,315.0
219.0,323.0
210.0,326.0
201.0,320.0
196.0,312.0
193.0,288.0
196.0,297.0
204.0,303.0
213.0,303.0
242.0,300.0
216.0,315.0
207.0,315.0
201.0,312.0
